iter	Logloss
423	0.3834998833
424	0.3834360802
425	0.3833753829
426	0.3833134214
427	0.3832672575
428	0.3832170556
429	0.3831595499
430	0.3831047461
431	0.3830522941
432	0.3830152559
433	0.3829308936
434	0.3828737391
435	0.3828160936
436	0.3827415635
437	0.382686409
438	0.3826240579
439	0.3825606874
440	0.3825005126
441	0.3824467602
442	0.3824078967
443	0.382333398
444	0.3822571816
445	0.3822203907
446	0.3821484897
447	0.3820642356
448	0.3820157198
449	0.3819466281
450	0.3818806257
451	0.381813501
452	0.3817215899
453	0.3816282399
454	0.3815645908
455	0.3814647785
456	0.3814075892
457	0.3813521178
458	0.3812528557
459	0.3812073907
460	0.3811688441
461	0.3811137259
462	0.3810514497
463	0.3809593574
464	0.3808707781
465	0.3808097264
466	0.380754224
467	0.3807033887
468	0.3806630478
469	0.3806134039
470	0.3805434332
471	0.3804653156
472	0.3804286636
473	0.380389306
474	0.3803308165
475	0.3802921646
476	0.3802251297
477	0.3801716266
478	0.3800992331
479	0.38006223
480	0.3800262778
481	0.379989276
482	0.379918913
483	0.3798576493
484	0.3797695916
485	0.3797150902
486	0.3796408389
487	0.3795999754
488	0.3795613575
489	0.3795237577
490	0.3794842959
491	0.3794465182
492	0.3794091268
493	0.3793726165
494	0.3793220273
495	0.3792847071
496	0.3792504074
497	0.3792127365
498	0.3791338262
499	0.3790393482
500	0.378928523
501	0.3788749831
502	0.3788399438
503	0.378794728
504	0.3787553026
505	0.3786797905
506	0.3786444741
507	0.3785569881
508	0.3785270419
509	0.3784904239
510	0.3784548945
511	0.3783984036
512	0.3783538528
513	0.3782780901
514	0.3782462117
515	0.3781947747
516	0.3781553855
517	0.3780824648
518	0.3780504122
519	0.3779703306
520	0.3779003286
521	0.3778621309
522	0.3778239706
523	0.3777735235
524	0.3777365205
525	0.3776523322
526	0.3775951785
527	0.3775358825
528	0.3774564336
529	0.3773980156
530	0.3773633989
531	0.3773096126
532	0.3772629203
533	0.3772226862
534	0.3771606449
535	0.3771256758
536	0.3770870579
537	0.3770492802
538	0.3770137167
539	0.3769628483
540	0.376726866
541	0.3766153643
542	0.3765346528
543	0.376497648
544	0.3764609264
545	0.3764266975
546	0.3763765301
547	0.3763252358
548	0.3762888313
549	0.3762511265
550	0.3761940446
551	0.3761563749
552	0.3761190212
553	0.3760477195
554	0.3760109973
555	0.375944152
556	0.3759081698
557	0.3758604927
558	0.3757862736
559	0.3757205533
560	0.3756514231
561	0.3756161067
562	0.3755374121
563	0.3755007253
564	0.3754618603
565	0.3754267509
566	0.375391397
567	0.3753117669
568	0.3752544354
569	0.3752237861
570	0.3751888183
571	0.3751537839
572	0.375119096
573	0.375086305
574	0.3750259176
575	0.374961183
576	0.3749251632
577	0.3748929703
578	0.3748487005
579	0.3747746031
580	0.3747391123
581	0.3746710424
582	0.3746212939
583	0.3745886808
584	0.3745419179
585	0.3744842019
586	0.374431959
587	0.3743789789
588	0.3743268784
589	0.3742953864
590	0.3742479915
591	0.3742126752
592	0.374133892
593	0.3741018766
594	0.3740676812
595	0.3740191951
596	0.3739488008
597	0.3738779183
598	0.3738426367
599	0.3738095295
600	0.3737628423
601	0.3737285787
602	0.3736944217
603	0.3736609668
604	0.3736290193
605	0.3735966142
606	0.3735660019
607	0.3734667934
608	0.3734328821
609	0.3733997055
610	0.3733654758
611	0.3732847939
612	0.3732514782
613	0.3732179167
614	0.3731847061
615	0.373130571
616	0.3730973945
617	0.3730678703
618	0.3730360653
619	0.3730023609
620	0.3729721686
621	0.3729392016
622	0.3729065176
623	0.3728458545
624	0.3728132771
625	0.3727672131
626	0.3727187649
627	0.3726874503
628	0.3726454606
629	0.3726148492
630	0.3725843058
631	0.3725212553
632	0.3724886755
633	0.3724558852
634	0.3724251321
635	0.3723688567
636	0.3723204068
637	0.3722876175
638	0.3722409595
639	0.3722123482
640	0.3721452367
641	0.372096926
642	0.3720658231
643	0.3720352807
644	0.3720051245
645	0.3719649233
646	0.3719329042
647	0.3718556292
648	0.37182361
649	0.3717901197
650	0.3717580337
651	0.3717138654
652	0.3716830421
653	0.3716413024
654	0.3716092165
655	0.371577341
656	0.3715032995
657	0.3714713482
658	0.3714413674
659	0.3713821716
660	0.3713516993
661	0.3713197888
662	0.3712881205
663	0.3712293883
664	0.3711978266
665	0.3711662321
666	0.3711344607
667	0.3710077454
668	0.3709543803
669	0.3709224311
670	0.3708925206
671	0.3708337566
672	0.370802513
673	0.370770882
674	0.370740516
675	0.3707091307
676	0.3705756934
677	0.3705297009
678	0.3704983848
679	0.370467703
680	0.3704361762
681	0.3704040899
682	0.3703729856
683	0.3703416717
684	0.3703101471
685	0.3702789023
686	0.3702371241
687	0.3701940106
688	0.370162802
689	0.3700345382
690	0.3700036431
691	0.3699742238
692	0.3699424863
693	0.3699115914
694	0.3698810136
695	0.3698509612
696	0.3698203482
697	0.3697897363
698	0.3697588765
699	0.3697275602
700	0.3696971589
701	0.3696683013
702	0.3696371278
703	0.3695763924
704	0.3695134122
705	0.3694827653
706	0.3694521884
707	0.3694234713
708	0.3693761461
709	0.3693472543
710	0.3693164668
711	0.3692861708
712	0.3690818266
713	0.3690515638
714	0.3690228127
715	0.368993885
716	0.3689634489
717	0.3689329424
718	0.3689032743
719	0.3688730124
720	0.3688425411
721	0.3688141401
722	0.368783423
723	0.3687534079
724	0.3687236705
725	0.3686812606
726	0.3686513839
727	0.3686210859
728	0.3685911741
729	0.3685481657
730	0.3685199763
731	0.3684897506
732	0.3684596984
733	0.3684182347
734	0.3683884653
735	0.3683466888
736	0.368316143
737	0.3682872142
738	0.3682208403
739	0.3681922647
740	0.3681621093
741	0.368132305
742	0.3680762013
743	0.3680463608
744	0.3680167308
745	0.3679871339
746	0.3679593997
747	0.3679301889
748	0.3678999283
749	0.3678725102
750	0.3678308726
751	0.3677726386
752	0.367743394
753	0.3677133789
754	0.3676839597
755	0.3676542947
756	0.3676103721
757	0.3675635033
758	0.3675377343
759	0.3675084554
760	0.3674798798
761	0.3674524977
762	0.3674232902
763	0.3673937315
764	0.3673664176
765	0.3673369994
766	0.3673074384
767	0.3672506778
768	0.3672094264
769	0.3671792006
770	0.367151043
771	0.3671240802
772	0.367094662
773	0.3670656278
774	0.3670366287
775	0.3670075242
776	0.3669658532
777	0.366938752
778	0.3669098933
779	0.3668806846
780	0.3668514749
781	0.3668226875
782	0.3667934799
783	0.3667656765
784	0.3667367136
785	0.3666854236
786	0.3666560404
787	0.366627287
788	0.3665636726
789	0.3665350969
790	0.3665059595
791	0.3664767519
792	0.3664480006
793	0.3663948498
794	0.3663553858
795	0.3661560591
796	0.3657878202
797	0.3657607186
798	0.3657319989
799	0.3657030694
800	0.3656775466
801	0.3656339787
802	0.3655906902
803	0.365537428
804	0.3654760924
805	0.3654489194
806	0.3654197124
807	0.365390681
808	0.3653623144
809	0.3653339466
810	0.3653050906
811	0.3652646091
812	0.3652360318
813	0.3652075619
814	0.3651792643
815	0.3651506882
816	0.3651243588
817	0.3650972932
818	0.3650688222
819	0.3650424205
820	0.3650152495
821	0.3649700328
822	0.3649415959
823	0.3649133717
824	0.364659641
825	0.3646070139
826	0.3645787879
827	0.3645520373
828	0.3645241282
829	0.3644548651
830	0.3644141424
831	0.3643858483
832	0.3643576935
833	0.364331643
834	0.3643067512
835	0.3642786314
836	0.3642501968
837	0.364209964
838	0.3641818783
839	0.3641537223
840	0.3641256717
841	0.3640755406
842	0.3640475272
843	0.3640191978
844	0.3639906216
845	0.3639628538
846	0.3637985158
847	0.3637001454
848	0.3636596302
849	0.3636197499
850	0.3635207511
851	0.3634924216
852	0.3634643378
853	0.3634248393
854	0.3633984374
855	0.3633703505
856	0.3633405093
857	0.3633123203
858	0.3632867982
859	0.3632258174
860	0.3632003283
861	0.3631723137
862	0.3630957477
863	0.3630684001
864	0.3630408759
865	0.3630132112
866	0.3629868456
867	0.3629588671
868	0.3628894958
869	0.3628640441
870	0.3628364157
871	0.3628086126
872	0.3627499111
873	0.362722389
874	0.3626602626
875	0.3626324223
876	0.3626044076
877	0.362577096
878	0.3625270642
879	0.3624988751
880	0.362472441
881	0.3624467092
882	0.3624190114
883	0.3623913837
884	0.3623637911
885	0.3623357059
886	0.3623121146
887	0.362271776
888	0.3622303155
889	0.3621814478
890	0.3621534671
891	0.3621258734
892	0.3620983863
893	0.3620711076
894	0.3620438309
895	0.3620014212
896	0.3619753018
897	0.3619481997
898	0.3618778786
899	0.3618357846
900	0.3618088911
901	0.3617818581
902	0.3617559488
903	0.3617171521
904	0.3616900851
905	0.361664634
906	0.3616371468
907	0.3616101149
908	0.3615848042
909	0.361557667
910	0.3615304584
911	0.3615056383
912	0.3614785372
913	0.3614517149
914	0.3614141863
915	0.3612972071
916	0.3612697899
917	0.3612427579
918	0.3612156216
919	0.3611713848
920	0.3611444241
921	0.3611185857
922	0.3610703129
923	0.3607479756
924	0.3607078802
925	0.3606593957
926	0.3606321895
927	0.3606052281
928	0.3605787912
929	0.3603666336
930	0.360318326
931	0.3602912944
932	0.360266368
933	0.36024053
934	0.3602137089
935	0.3601730882
936	0.3601461628
937	0.3600877378
938	0.3600612646
939	0.3600345138
940	0.3599938564
941	0.3599669662
942	0.359940461
943	0.3599001942
944	0.359873304
945	0.359848168
946	0.3598214181
947	0.359794282
948	0.3597678471
949	0.359742394
950	0.3597159941
951	0.3596894877
952	0.3596354193
953	0.359609229
954	0.3594044389
955	0.3593801082
956	0.3593530774
957	0.3593269234
958	0.3593019639
959	0.3592750735
960	0.3592492363
961	0.3592229756
962	0.3591967151
963	0.359172595
964	0.3591458099
965	0.3591194802
966	0.3590929409
967	0.3590667866
968	0.3590210368
969	0.3589949166
970	0.3589683771
971	0.3589408549
972	0.3589146665
973	0.3588733083
974	0.3588472254
975	0.3587996376
976	0.3587735545
977	0.3587474013
978	0.3586381091
979	0.3586118144
980	0.3585872399
981	0.3585398099
982	0.3584992592
983	0.3584733497
984	0.3584344534
985	0.3582434076
986	0.3582202716
987	0.3581955928
988	0.3581695778
989	0.3581434947
990	0.3581041742
991	0.3580781262
992	0.3580521836
993	0.3580108239
994	0.3579727335
995	0.3579466845
996	0.3579223898
997	0.3577801148
998	0.3577539965
999	0.3577192752
